0;0
1;0.23
2;1.46
3;3.91
4;8.11
5;15.84
6;27.81
7;17.68
8;16.44
9;19.36
10;26.95
11;22.55
12;18.44
13;18.33
14;22.34
15;30.31
16;19
17;14.07
18;11.8
19;11.06
20;11.45
21;12.81
22;15.05
23;18.13
24;22.13
25;27.46
26;36.79
27;39.18
28;28.78
29;23.72
30;20.26
31;17.77
32;16.06
33;15.08
34;14.85
35;15.46
36;17.11
37;20.33
38;26.95
39;37.98
40;24.85
41;20.64
42;18.85
43;18.38
44;18.88
45;20.23
46;22.52
47;26.04
48;31.87
49;44.85
50;37.11
51;32.62
52;31.87
53;33.71
54;38.08
55;36.61
56;31.01
57;27.6
58;25.63
59;24.6
60;24.27
61;24.5
62;25.26
63;26.59
64;28.54
65;31.26
66;35.02
67;40.48
68;48.21
69;44.79
70;39.66
71;36.74
72;35.17
73;34.62
74;34.94
75;35.87
76;36.93
77;37.37
78;36.97
79;36.37
80;36.19
81;36.62
82;37.59
83;38.73
84;39.69
85;40.38
86;40.98
87;41.33
88;41.12
89;40.44
90;39.81
91;39.68
92;40.3
93;41.85
94;44.3
95;47.33
96;50.37
97;52.84
98;53.07
99;51
100;48.91
101;47.05
102;45.19
103;43.72
104;42.98
105;42.86
106;42.8
107;42.37
108;41.62
109;40.72
110;39.63
111;38.5
112;37.54
113;36.85
114;36.4
115;36.16
116;36.15
117;36.38
118;36.85
119;37.5
120;38.26
121;39.15
122;40.31
123;42.16
124;45.06
125;48.11
126;47.33
127;45.02
128;43.77
129;43.29
130;42.79
131;41.71
132;40.32
133;39.17
134;38.73
135;39.09
136;39.86
137;40.15
138;39.88
139;39.92
140;40.2
141;39.26
142;37.22
143;35.73
144;35.49
145;36.66
146;39.52
147;44.86
148;56.39
149;52.27
150;46.69
151;44.09
152;42.37
153;41.11
154;40.17
155;39.33
156;38.48
157;37.76
158;37.51
159;38
160;39.46
161;42.18
162;46.63
163;52.37
164;50.12
165;45.92
166;43.11
167;41.06
168;39.69
169;39.17
170;39.56
171;40.69
172;41.82
173;42.08
174;41.65
175;41.15
176;40.6
177;39.95
178;39.27
179;38.59
180;38.01
181;37.84
182;38.49
183;40.26
184;43.07
185;45.46
186;45.37
187;44.42
188;43.79
189;43.38
190;43.37
191;44.12
192;45.45
193;46.23
194;45.8
195;45.36
196;45.52
197;45.31
198;43.39
199;40.79
200;38.83
201;37.82
202;37.77
203;38.65
204;40.36
205;42.76
206;45.39
207;46.82
208;45.88
209;43.77
210;41.37
211;38.92
212;36.77
213;35.26
214;34.62
215;35
216;36.56
217;39.64
218;44.26
219;44.74
220;41.13
221;39.13
222;38.7
223;39.44
224;40.96
225;42.86
226;45.03
227;47.45
228;48.28
229;46.35
230;44.47
231;43.55
232;43.26
233;43.14
234;43
235;42.68
236;41.75
237;40.17
238;38.45
239;37.08
240;36.27
241;36.17
242;36.82
243;38.22
244;40.08
245;41.83
246;42.67
247;41.8
248;39.54
249;37.23
250;35.57
251;34.68
252;34.46
253;34.72
254;35.29
255;36.05
256;37.03
257;38.48
258;40.85
259;44.27
260;45.01
261;41.45
262;38.56
263;36.77
264;35.58
265;34.56
266;33.47
267;32.32
268;31.17
269;30.22
270;29.56
271;29.28
272;29.38
273;29.84
274;30.61
275;31.62
276;32.8
277;34.14
278;35.77
279;37.97
280;41.09
281;43.72
282;41.21
283;37.48
284;34.86
285;33.21
286;32.22
287;31.69
288;31.48
289;31.52
290;31.91
291;32.81
292;34.54
293;37.53
294;41.85
295;41.59
296;36.94
297;33.53
298;31.21
299;29.57
300;28.48
301;27.95
302;28.14
303;29.39
304;32.26
305;35.35
306;30.89
307;25.95
308;22.69
309;20.57
310;19.22
311;18.44
312;18.11
313;18.17
314;18.61
315;19.44
316;20.7
317;22.5
318;24.97
319;28.43
320;33.79
321;40.74
322;32.75
323;26.58
324;22.28
325;19.02
326;16.54
327;14.78
328;13.75
329;13.52
330;14.24
331;16.29
332;20.79
333;35.37
334;23.49
335;17.17
336;14.43
337;13.45
338;13.84
339;15.6
340;19.03
341;25.05
342;35.61
343;35.74
344;32.67
345;25.79
346;20.52
347;17.68
348;16.85
349;18.02
350;21.66
351;26.6
352;24.24
353;23.87
354;32.25
355;18.03
356;10.11
357;5.44
358;2.48
359;0.73
